user_id,song_id,listen_count
295773c4193b190d3527c6fcc228e879809fee1a,SOESZWS12A6D4F910C,1
a56bf59af6edc5ae6c92d61ddd214989332864e8,SORCSTK12A8C13A0F7,1
319e7ef4be6f8fcdb21b40a4f4b22679d4c59e33,SOBCGRY12A6701DE8E,1
0dd93f61fe69f292ac336715ef607214efb3dbaa,SOOLSML12A8C1414DC,3
3fd3acaa8dfeb94b0602a33085b44ebe80545dd2,SOESZWS12A6D4F910C,1
6beb4699102775dab57aa406c5ea1217c4ff4869,SOBJSLW12A6D4F9158,2
6beb4699102775dab57aa406c5ea1217c4ff4869,SOMMONH12A6D4F41CD,1
57e32b0cf88d1e3344dab420971ba46d08dd34bd,SOBCGRY12A6701DE8E,1
b12c786deef0e618b5f277bc337f67128f425efe,SOGLBQA12A6701E7AF,2
b12c786deef0e618b5f277bc337f67128f425efe,SOHTLBP12A8C1360DD,2
4e7c9c148ab29ae7fa5cd31eb4302762f18399cd,SOGABXH12AB01814C5,2
4e7c9c148ab29ae7fa5cd31eb4302762f18399cd,SONUFPO12A8AE463D3,1
0c876b6745da5d31bc51c7e86939aa9416556ee3,SOQVIEV12A67AE2288,1
7ef2a3b074b34984f3f677bddde0f1813486cc10,SOTOUSZ12AF729E225,1
0d176eb95537800a1e67ed5fe82eab3d2caafca9,SOBOUPA12A6D4F81F1,1
98f6ec3ec16c5bcb3f37a6dc01ebb1110fb42f97,SOSXRBR12AB017C294,1
c78aa603dd64a81573f6050edf759bbc43bf7776,SOMMONH12A6D4F41CD,1
ec0bb33707cdc61a6999b41585a0e1f39d0ae6d3,SOTGKTG12AB0189D2E,1
f927dddfe26b0c74ada3eaadca41bfb462c37ee4,SOFRZBI12A8C145A85,1
38c11af0c42bb21cf5b9ffb535f76c7967241b52,SOBOUPA12A6D4F81F1,1
28d146f636c529e2becb72c6565be603b1fec869,SOFBSOG12AAFF43EC2,5
fb6548e795d1c866f3079619da22fbcf1360e5a4,SOBOUPA12A6D4F81F1,12
d9b64b85589775e7aa0ac5fbb7fbf255f8792b4b,SOQRZNB12AB0184CF6,2
b6c8205aeab398dbef83373e393cefa2ed61e33c,SOBOUPA12A6D4F81F1,1
a36834ff1c3910e685a9787e4d16aade6f4d3294,SONNMAM12A8C131C4E,1
edc4e3b50cb4f23282a157edc7ca7cf09afcc093,SOQRZNB12AB0184CF6,1
530d2b9883106d185d2ce0e2069b89a90a63c55f,SOETSTN12A81C219A9,1
7321eacd7dacb47f92f8a364b50df9946cd6e230,SOBOUPA12A6D4F81F1,3
7321eacd7dacb47f92f8a364b50df9946cd6e230,SOMMONH12A6D4F41CD,15
7321eacd7dacb47f92f8a364b50df9946cd6e230,SOXZSEH12AC468CABB,1
626209e32b0d7a616536e8063b6a23c9a106349e,SOOZADV12AF729E506,1
3cffdcdc03294b3712ad65df7d9701a655b4b735,SOGLBQA12A6701E7AF,1
3cffdcdc03294b3712ad65df7d9701a655b4b735,SOQRZNB12AB0184CF6,7
700c3f0cdd497ed53b3f0244ab11fb548615835a,SOSFGBT12A8C132D50,2
c89deba92634cfa0a7d2e1b696b82d67f5282cd5,SOBOUPA12A6D4F81F1,2
e3e9de8f712b435cdbe4e767ac2c414f585400f1,SOBOUPA12A6D4F81F1,1
16cd9a19b5a433919b3cf86073670369e8d2e4f8,SOAKDHD12A6310F1AE,1
7c8338a3cec437b18cd74e66d9e3c99f426f3d13,SOUTGUB12AB017DC5B,3
8207221df7894bb773bbe9814a4a8ef81b57acca,SOQSYFG12AB0184A1C,5
e07a79f2d3e0db17991f6eb8d5a3314e22795748,SOBGQHH12A8151CAC5,2
e07a79f2d3e0db17991f6eb8d5a3314e22795748,SOBOUPA12A6D4F81F1,10
e07a79f2d3e0db17991f6eb8d5a3314e22795748,SOLLWCK12A6D4FB0B9,1
1a0ce538dfdb66bc665964473297990b17b4f710,SOTOUSZ12AF729E225,1
e697f7b095a4f7cd83f00575741cf5d1a1850b37,SOLPVAQ12AB017EB35,5
69b7cacb67e4ab7aa9773b1e5010cc0fd98cc08f,SOUTGUB12AB017DC5B,1
c6bb7f1933a8024e52f83e35335b31967108aeba,SOBOUPA12A6D4F81F1,13
d11d53f1ebded8a07ed80d9c153ad862e168b0ff,SOMMONH12A6D4F41CD,1
b98490b4e714cbdf98f4e819c150fc6eff83cb28,SOMMONH12A6D4F41CD,35
b3600138c3d96e91c3c763d235a4615155eb5e86,SOSSNRI12AB0182B1A,1
e934f5a246024dea38ed8067da83d50a67683e7a,SOETSTN12A81C219A9,7
16f5dc37b96c153c462bf306ceef36112d36346e,SOBOUPA12A6D4F81F1,1
5696bf760215a24ba6f381b8e466828131ddf13b,SOHTLBP12A8C1360DD,2
5696bf760215a24ba6f381b8e466828131ddf13b,SOMMONH12A6D4F41CD,8
5696bf760215a24ba6f381b8e466828131ddf13b,SOQISNQ12A8AE45F4C,4
298046102e1a580f22be28ca99ffd1c6c35db1bb,SOXZSEH12AC468CABB,1
cc62e608a1a21353e1673817973235cde4116bad,SOBOUPA12A6D4F81F1,1
cc62e608a1a21353e1673817973235cde4116bad,SOPXGQV12A58A7C985,1
cc62e608a1a21353e1673817973235cde4116bad,SOUEGBF12AB017EFD5,1
25918b59c1b7ff80dff2e7ca5fd88912193b0503,SOFKNVA12A6D4FA879,2
25918b59c1b7ff80dff2e7ca5fd88912193b0503,SOHVUZY12A8C133AA1,1
eb7e19974c5321dbf6f8c9c9c61f52db4681bd29,SOQMFQX12AB0189E9A,1
a3fb99d74a6e78329d34fa30f8bfff25442bbc5a,SOUTGUB12AB017DC5B,1
85e3419d1c9a24b532943283432b8bc08d9ff882,SOTGKTG12AB0189D2E,6
9c08ae642cda7f69dfa3f00c4593c848409bbfff,SOBOUPA12A6D4F81F1,5
ac1cb58f839ae6773732125e99b4a7394e0661e4,SOMTUPP12A6701FC38,1
3d922caa4ba9b9e7e5d87bda2a0f0d532ada81ed,SOTUYMM12AAF3B336B,5
d370ea8c8bf4d08c34214abb7f17e482c2b774d4,SORVHGJ12AB01883C4,1
94cc291f6455241c0c1de9db5c0f1d70a20146a3,SONMWXV12AB01803B4,1
de4cec62bfb6a7be09ba1123bf03c315377be7fd,SOFRZBI12A8C145A85,1
8e8b32a1621d2950fe9a6384d8fb594fd25525df,SOSFGBT12A8C132D50,6
8e8b32a1621d2950fe9a6384d8fb594fd25525df,SOUEGBF12AB017EFD5,6
c2289ef976862683593699ceaea8889f9da279b2,SOVHIAK12A8C144F9C,1
019d0d1c7a01f8736ba59a124160e5fc70666db7,SOBOUPA12A6D4F81F1,2
9c8bdd66608468fe0779a978765aa8760572c99f,SOUVXMC12A8C13FBD3,9
5d5292006ba24728132385c17927c3ac00225498,SOMTVRZ12A8C13A987,5
4f0ddb2be2780b5841f966a1c25210d89b8a8e85,SOYDERO12A6D4F72BC,1
8f0e25d95d6e30f0993b9f57fca6c431d78f5a2d,SOKNBWG12A58A7D0C8,2
8f0e25d95d6e30f0993b9f57fca6c431d78f5a2d,SORQVOE12A6D4F5742,1
0f6b8ea5ba6f7df04932cee775b4fc2eb9281dbb,SOESZWS12A6D4F910C,1
d605b7fe1645e05ff094b364b603456ce8126643,SOESZWS12A6D4F910C,1
e51bbbd28659be4018f7640978adfbd96dd2e9f8,SOAKDHD12A6310F1AE,1
e4d4e50c99ed5b3dfe740fa1ccbe6be41eeb4f35,SOSSNRI12AB0182B1A,19
7b9bce4c88f478500d4b5766acb1765f86983631,SOURJIK12A8C138182,1
3a5d603a2f97a9c5af4d05fce82bff041559348a,SOBGQHH12A8151CAC5,1
640ce32f473e577a2f9faecc7747cb818656512d,SOJSFUH12AB018B9E0,1
31897482e3e42923f011085ab9efb12a9d2539ce,SOFRZBI12A8C145A85,2
75be24a82525a5b466e4f518c95d72f20ef76ca0,SOHVUZY12A8C133AA1,1
1d0e2d525b7f35e333288e3d0095286baca23cd3,SOOWOSS12A67ADE2D3,1
6c8cb7d7924a76edaf6e494f59277624087d40bb,SOKNBWG12A58A7D0C8,2
beab889eff4a3493d8de6b962feeea8a1b5d62be,SOSSNRI12AB0182B1A,1
e2ab3d64f84052226d05c89c4fff779a52bff97f,SOGLBQA12A6701E7AF,1
7c86176941718984fed11b7c0674ff04c029b480,SOBOUPA12A6D4F81F1,1
7c86176941718984fed11b7c0674ff04c029b480,SOXZSEH12AC468CABB,1
9ae23008dc462f59a7e5ac74d9fb03cb106096dc,SOBOUPA12A6D4F81F1,1
9ae23008dc462f59a7e5ac74d9fb03cb106096dc,SOMMONH12A6D4F41CD,1
cb1a2953ca939209e26337a8d6d7c2716d6b4248,SOBOUPA12A6D4F81F1,1
2a294bd589db99006b60495697de1f4c3666e1a5,SOHVUZY12A8C133AA1,2
73e9e981d5fc2a6453cdfb5025e2fa0a144a4142,SOGKGLB12A81C22AFA,1
73e9e981d5fc2a6453cdfb5025e2fa0a144a4142,SONMWXV12AB01803B4,2
73e9e981d5fc2a6453cdfb5025e2fa0a144a4142,SOULRND12A670205EF,1
d54a8a0b993841db5180018f61434a7b481830c0,SOLPVAQ12AB017EB35,1
1ee591a388274035a4fd8a4ae40a9589d320bb9d,SOETSTN12A81C219A9,1
1ee591a388274035a4fd8a4ae40a9589d320bb9d,SOMMONH12A6D4F41CD,1
1c923dcab3d9a822328e169930f313178be819a0,SOQVIEV12A67AE2288,9
d838e97500dfcef25dc123ce501e2da0e6c361bb,SOLLWCK12A6D4FB0B9,8
4632b0b63f82a27d2262d3f664bee4556ccaaf97,SOBGQHH12A8151CAC5,2
f5fd22336bc56a56d4fe64d3e753ff5275db1c70,SOPMZAM12A58A7C56B,10
f904f6ed9ac7c35f4771c69a9ef38e797e4e4baf,SONMWXV12AB01803B4,1
326dfffcfd9b8210d71626d91592cd03ba493b50,SOSLAJE12AB018DA78,2
b4bc8f00051edf047f120b6ccabc8b81e1927639,SOSSNRI12AB0182B1A,1
405d29f1c07646a27a3216a69d286fa080aab8e6,SOBOUPA12A6D4F81F1,1
405d29f1c07646a27a3216a69d286fa080aab8e6,SONDUKG12A58A7DA36,8
b09e30b7c10fe07b9cecb65a65b89a3e17d016e2,SOBOUPA12A6D4F81F1,1
4d996c8f99e52d6d20bb992631886dcd12651c65,SOMMONH12A6D4F41CD,1
3a2d14d806542495b8c522dc2e67c8f42e770589,SOUEGBF12AB017EFD5,1
c678d82dceaf9377b75a407a623740d06d44af1b,SOBOUPA12A6D4F81F1,1
76235885b32c4e8c82760c340dc54f9b608d7d7e,SOBJSLW12A6D4F9158,1
76235885b32c4e8c82760c340dc54f9b608d7d7e,SOBQZKH12A8AE48A02,1
76235885b32c4e8c82760c340dc54f9b608d7d7e,SOQBGZD12AB0184341,1
6fae6e72f3079b6ca69e56f51bc597364470fbee,SOGLBQA12A6701E7AF,1
f1471722827e7707d4fbf25ab7b009f5183407ff,SOMTVRZ12A8C13A987,15
14a2164d869d1fb9562edb1a8e2bba195d17c184,SOESZWS12A6D4F910C,1
f3e32f4fea30bfb2c05dbbb84b0c1e84dfa9c95c,SOUTGUB12AB017DC5B,13
058dfa536e28efc9dd0318beaeebd98b5190cced,SOKUQKE12AF72AAEA9,2
058dfa536e28efc9dd0318beaeebd98b5190cced,SOVHIAK12A8C144F9C,1
8003b3b7e36cb11ab1a3703926a2a723de16d753,SOBOUPA12A6D4F81F1,2
0f78b75616a51fc40ff0ac27589c6901bc0637e8,SOBOUPA12A6D4F81F1,1
0f78b75616a51fc40ff0ac27589c6901bc0637e8,SOOZADV12AF729E506,1
ba0fb3286df53448c10c43b91fa35ccb7ddcc27b,SOESZWS12A6D4F910C,1
42fb07aaed4ccf666fa8a81dc38ff13ec106f896,SORVHGJ12AB01883C4,1
078bb0965eb5c6469410b740aee27d643f5e83c3,SOIUVMN12A8AE47414,2
380ace956087e21f01a6cd8b91c0543578ed999e,SOBOUPA12A6D4F81F1,1
720ad0fe4e20b4eeb40d0cbd59a45d7edb409141,SOFLCPH12A8C145125,1
4f8529d7bc6ae437d084630894286a680d810426,SOESZWS12A6D4F910C,1
cc9fc2eccf0d6fe78d1fb2b0c3ff924f54482169,SOBGQHH12A8151CAC5,2
312366958fcb107062517567dbb68f423941554b,SOGLBQA12A6701E7AF,1
80d0e18e5aae5bd6bc6b0cc917840dc9c63ed64d,SOAOOWF12A8C1347EC,2
85f92f3711693ff3e833d77e606ab028807ed82d,SOGLBQA12A6701E7AF,1
85f92f3711693ff3e833d77e606ab028807ed82d,SOQRZNB12AB0184CF6,1
c5f40b021c8c4c3964c042880c1c4304a1a6e2d1,SONMWXV12AB01803B4,1
c5f40b021c8c4c3964c042880c1c4304a1a6e2d1,SOPKTEV12A8C141E33,2
a29b8d40470bda120239cebab1f438a677d49294,SOOWOSS12A67ADE2D3,3
b882a5b0dbd1a80533e40745be976f19d1fad5b0,SOSZNRJ12A8AE46E38,1
b882a5b0dbd1a80533e40745be976f19d1fad5b0,SOUTGUB12AB017DC5B,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOAEUYZ12AF72A6379,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOAOOWF12A8C1347EC,5
4e11f45d732f4861772b2906f81a7d384552ad12,SOBCGRY12A6701DE8E,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOGLBQA12A6701E7AF,3
4e11f45d732f4861772b2906f81a7d384552ad12,SOMTVRZ12A8C13A987,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOWEWCO12A8C14074E,1
3f3b1a24aaa8ff773e4eb56b620d70374d68eea3,SOMTUPP12A6701FC38,4
b7bee4e0abd7a0ce8c0a1ea9d6c03fe37a2d31be,SOJAMVI12AB017B880,1
ee535929a577b71ba77589eb65735dcb2c7f3bb6,SOBJSLW12A6D4F9158,1
e0f31e1222913901ad649b3ef52f8b43f582fa5b,SOUTGUB12AB017DC5B,2
ef60f1da62dd1d05ae22e2990907b167c3171389,SOZHWTM12A8C14229F,1
2d13f85a0541908aae3bf124d959eed4cb5ed3b8,SOQISNQ12A8AE45F4C,1
c1709e5c5135e353707fd4fe13044aed43058858,SOQVIEV12A67AE2288,4
0e741cfe121bb619177be8d8a135a2d3692d9c90,SOHETNQ12A6D4F848A,1
0e741cfe121bb619177be8d8a135a2d3692d9c90,SOUDGEV12A8C135FC9,1
b08c89c2ba53c413375602b3d4687d4f9b260593,SOTUYMM12AAF3B336B,3
c9f6db3fd5534ac1767e57a4d082d38c5e29486a,SOETSTN12A81C219A9,1
cc2dc14c7dac1037a3beed1c9094a6d710f3ee98,SOQBGZD12AB0184341,6
ad17296a51bc948b8a3c2de6fa7bf8a5f4af7f4a,SOSXRBR12AB017C294,4
74174112ddb176f6e3dbf8879d49678308d47ec8,SOTGKTG12AB0189D2E,1
ec6061e55a8307d9357c60d814c7a384d5fff84d,SORQVOE12A6D4F5742,5
fc595da220f23a6424a46f93627ce7a56a39902e,SOOZADV12AF729E506,5
be52d827a374097c1b9b73ba1589cafa4d9a8260,SOGHDIA12A6D4F7C96,2
be52d827a374097c1b9b73ba1589cafa4d9a8260,SOJAMVI12AB017B880,1
6f1cc8df35dbca39127dc4caad8d72bf2cfc982e,SOGLBQA12A6701E7AF,1
91964f2b264a1068806b48b3d6902a9e0f833fe4,SOBOUPA12A6D4F81F1,1
91964f2b264a1068806b48b3d6902a9e0f833fe4,SOPKTEV12A8C141E33,1
050b132921f5bc4465a0b0d96cbd4e5bb7ba5781,SOMTVRZ12A8C13A987,6
2acfab65ad8fd9bbb3612ef2a595bb290823e381,SOAOOWF12A8C1347EC,1
2acfab65ad8fd9bbb3612ef2a595bb290823e381,SOUTGUB12AB017DC5B,6
e42183f2554f5aab8ed69955885c06dbc1991879,SOBOUPA12A6D4F81F1,1
80c64182aea519818391137e81df0712126002b5,SOSSNRI12AB0182B1A,1
878bdaeb36c5de29e4b9224332c93dde3e1c6e5d,SOBOUPA12A6D4F81F1,2
f83608aebf45bc646fd53f97ca3a840a2c2a8204,SOPMZAM12A58A7C56B,1
e492ef91f879cd1575ab61e2dc5baa84099c1a55,SOPDTVU12AB018D1B4,1
cdbe1d285d49e38f7cbbb3791cc97d5958781ebc,SOKNBWG12A58A7D0C8,17
dfaa338230f32c02ca6303a44f247d647522d629,SOMTVRZ12A8C13A987,5
2a6be5409222c7e928da39601f866e3d672437d0,SOBOUPA12A6D4F81F1,13
1fa831c507eccbbaedc706d0a3a7965cbee967bf,SOETSTN12A81C219A9,1
41c12ce05f18b757d9257e5ad4f8303b4b8a8758,SOBBMDR12A8C13253B,66
df4c7bf431e399dcb00c54c78433a92712448954,SOBJSLW12A6D4F9158,1
df4c7bf431e399dcb00c54c78433a92712448954,SOIUVMN12A8AE47414,2
df4c7bf431e399dcb00c54c78433a92712448954,SOTUYMM12AAF3B336B,1
ae0565253d822cdc47c645a1b29cb6a5e2e2ab16,SOQVIEV12A67AE2288,7
678ef45814603e36cd0bd87672804ccc47d66174,SOGKGLB12A81C22AFA,1
61e4b4c3450ea2b8314c7831aa9362f91e8b4958,SOUBEXV12AB01804A4,1
f827c585c1894295f672dc00d74b14f38772104a,SOBOUPA12A6D4F81F1,4
f827c585c1894295f672dc00d74b14f38772104a,SOMMONH12A6D4F41CD,1
0abab34c46d6b9242720bf55e50e325a911d9d3a,SOETSTN12A81C219A9,1
0abab34c46d6b9242720bf55e50e325a911d9d3a,SOLXRGJ12A8C13AE91,1
0abab34c46d6b9242720bf55e50e325a911d9d3a,SOOWJWB12AB018D1C8,4
0abab34c46d6b9242720bf55e50e325a911d9d3a,SOQISNQ12A8AE45F4C,2
fe26897049e6e76ab3b68371a539a83812c6c439,SOILAUT12A8C139E5D,2
bb9f17ae7661950834991182c6ecd5fee2abb972,SOOZADV12AF729E506,1
d6827addbd8d67274d7890f7d69db7d6c0302bf1,SOGLBQA12A6701E7AF,1
d6827addbd8d67274d7890f7d69db7d6c0302bf1,SOQISNQ12A8AE45F4C,1
aa876295ce08b97122031066ea6bf40c00789bd6,SOBJSLW12A6D4F9158,5
d5e305ec8a0f693b230563898d46f5541868f804,SOHVUZY12A8C133AA1,1
02192554db8fe6d17b6309aabb2b7526a2e58534,SOMMONH12A6D4F41CD,2
02192554db8fe6d17b6309aabb2b7526a2e58534,SOWPUTS12A81C22477,1
0cba42133582514ac30d03ced146af4772ef0f37,SOURJIK12A8C138182,2
313dc8146eba75429141cf96b4e1de449f7b4d78,SOMMONH12A6D4F41CD,2
2bcef2a30bd8913405971761a0e6c292d771c086,SOSZNRJ12A8AE46E38,1
ae62418946650e2c35ff7e323c1b040af7c28d9e,SOKNBWG12A58A7D0C8,10
76a30456a74c0d242c62719ef20a2a3029660691,SOBOUPA12A6D4F81F1,3
76a30456a74c0d242c62719ef20a2a3029660691,SOGELZG12A6D4F865F,11
76a30456a74c0d242c62719ef20a2a3029660691,SOULRND12A670205EF,3
03c3383cf5e6c7eceb030d822a8d933821c80903,SOMMONH12A6D4F41CD,1
f322f52c68040c701a1ed26524a03d6155a0b128,SOKJBXF12A58A7CD00,1
ba25732b8a3778f67845e3090574571fd61f394a,SOBOUPA12A6D4F81F1,1
71c1e74cec63f582da9ff77bf0dcdc06819a9740,SOSSNRI12AB0182B1A,1
7d7cbc47d6a956967e593f62c9ec6549724e9b47,SOBOUPA12A6D4F81F1,1
3d9eb571ee6d19879b98d0dbb09ec25b4a0367ef,SOBOUPA12A6D4F81F1,2
94752d31b4efa2882e65204468f9f09ce8ed12e2,SOCQJYB12AB017E855,1
5cee26f8f0f6dd372408cbe7e625763c8e6ee6f5,SOSSNRI12AB0182B1A,5
eb9fad0ce8da7f37fc174b05361ec5c48012e491,SOZHLFT12A8C13BA52,2
487f860d8444b6611d16307e89c4a80a07d61e7a,SOXZSEH12AC468CABB,1
000ebc858861aca26bac9b49f650ed424cf882fc,SOESZWS12A6D4F910C,4
000ebc858861aca26bac9b49f650ed424cf882fc,SOOWOSS12A67ADE2D3,1
b1fac841c888bd4ef39620b3a9076dbf624e7550,SONMWXV12AB01803B4,1
06d14f01b1d51acb598c505acbb5c4fb9b22970e,SOBOUPA12A6D4F81F1,1
57a9158b6b8306ae96682a63bc56c58391182dc8,SOBOUPA12A6D4F81F1,5
57a9158b6b8306ae96682a63bc56c58391182dc8,SOMMONH12A6D4F41CD,1
0326e611b315006ede3b22017d211d2c1d00dfc0,SOGLBQA12A6701E7AF,1
819e9fd3ec44aae66119cc8998f7858817d2a838,SOSXRBR12AB017C294,1
5240f591c50c852df192a63fa2dc509ef3c4bf30,SOLXRGJ12A8C13AE91,1
fd7b78f7c22a39b64bbb9e49cee0ffe2dac5b849,SOTGKTG12AB0189D2E,13
d68f41eadbbc26f23dc057aa09e951605e7627b3,SOJUERX12AB0184DE1,1
b6e4a38312096e5eaf2c93bc6bf320b2da71aea2,SOKNBWG12A58A7D0C8,1
b6e4a38312096e5eaf2c93bc6bf320b2da71aea2,SORQVOE12A6D4F5742,1
ae589ae653f9c4323f6e100b5172325663275198,SOBOUPA12A6D4F81F1,1
